1000 3400
30:0.030878 36:0.034079 50:0.033118 59:0.032279 68:0.030887 156:0.030234 228:0.034465 290:0.053702 317:0.051554 334:0.039365 349:0.030984 453:0.033394 488:0.045377 517:0.048195 537:0.121068 555:0.032846 557:0.033500 602:0.071196 663:0.069703 745:0.033823 746:0.034270 749:0.058753 752:0.037603 769:0.104429 777:0.121043 877:0.031150 969:0.063215 991:0.030027 1042:0.032642 1084:0.030339 1171:0.065878 1194:0.050198 1212:0.034542 1276:0.033551 1449:0.037942 1555:0.035030 1557:0.038039 1558:0.045384 1560:0.043514 1577:0.036363 1584:0.033657 1615:0.033857 1616:0.048214 1627:0.039372 1746:0.029381 1752:0.031539 1768:0.045217 1773:0.045053 1787:0.076115 1816:0.044996 1817:0.044954 1827:0.055214 1955:0.034598 2047:0.035746 2110:0.051009 2158:0.126956 2257:0.031390 2260:0.103191 2261:0.207604 2262:0.107258 2281:0.040492 2284:0.033176 2384:0.031256 2449:0.333372 2450:0.041908 2481:0.030065 2593:0.037814 2611:0.043513 2633:0.045020 2649:0.050115 2683:0.039607 2685:0.328956 2714:0.031325 2775:0.032932 2814:0.032442 2818:0.038893 2892:0.055558 2902:0.032614 2904:0.031446 2960:0.058527 3013:0.029744 3020:0.038410 3035:0.078499 3054:0.034085 3060:0.196401 3065:0.253584 3068:0.165367 3069:0.063100 3070:0.074947 3071:0.181212 3090:0.058306 3110:0.030953 3124:0.036448 3158:0.045669 3184:0.036454 3278:0.044592 3279:0.116647 3321:0.198119 3327:0.993019 3331:0.030479
23:0.026484 55:0.061829 57:0.065129 204:0.052078 233:0.052802 234:0.077814 235:0.040160 267:0.042140 268:0.044286 282:0.046981 284:0.071982 300:0.038374 302:0.024361 341:0.026372 344:0.040354 433:0.040655 437:0.033847 438:0.029320 456:0.029258 483:0.031662 586:0.044840 640:0.026195 657:0.071855 737:0.031804 859:0.028428 861:0.037871 953:0.055091 955:0.028617 994:0.055524 1032:0.025029 1035:0.063511 1036:0.053503 1073:0.211892 1097:0.024636 1152:0.027414 1194:0.023620 1209:0.027133 1261:0.024378 1318:0.030997 1319:0.026835 1330:0.453656 1333:0.024647 1335:0.029361 1413:0.023793 1423:0.036163 1503:0.028111 1544:0.025886 1627:0.049004 1650:0.024660 1694:0.025954 1707:0.028423 1725:0.029058 1755:0.027221 1758:0.024556 1781:0.041269 1922:0.072601 1976:0.025758 2032:0.084251 2090:0.035677 2186:0.174963 2187:0.227491 2203:0.036125 2223:0.027044 2248:0.068568 2313:0.028454 2315:0.024820 2338:0.024189 2417:0.198128 2456:0.032494 2578:0.024856 2584:0.024516 2637:0.023916 2654:0.030552 2685:0.057536 2710:0.062351 2788:0.051238 2797:0.025128 2798:0.026967 2803:0.024603 2979:0.028341 3073:0.030356 3091:0.025772 3099:0.031741 3110:0.030343 3117:0.026805 3123:0.023617 3128:0.065761 3187:0.031871 3201:0.023630 3207:0.024110 3221:0.041996 3241:0.026992 3291:0.027238 3312:0.031185 3316:0.030617 3321:0.217564 3327:0.910782 3340:0.025022 3369:0.026747 3373:0.025546
19:0.037711 30:0.031227 212:0.036386 235:0.049331 236:0.037157 284:0.658378 300:0.073536 301:0.068028 303:0.034306 341:0.036116 362:0.043293 433:0.035184 438:0.030976 444:0.039823 458:0.036977 477:0.032003 483:0.044694 491:0.063308 532:0.028302 656:0.030928 676:0.060213 678:0.033875 826:0.081797 896:0.033514 900:0.034209 955:0.027894 969:0.058626 994:0.072878 1067:0.046405 1094:0.028472 1096:0.030129 1111:0.029379 1152:0.032162 1188:0.032552 1204:0.035110 1251:0.035784 1301:0.039236 1304:0.031309 1331:0.035282 1335:0.037049 1381:0.028343 1400:0.031570 1401:0.027560 1413:0.036658 1417:0.053156 1437:0.069036 1446:0.038304 1531:0.029790 1627:0.169764 1714:0.031109 1755:0.035871 1758:0.079102 1781:0.096083 1902:0.030876 1994:0.041177 1999:0.029043 2000:0.028795 2085:0.029402 2090:0.057957 2165:0.031059 2186:0.032449 2187:0.051551 2202:0.159048 2315:0.033491 2417:0.108014 2438:0.035560 2447:0.054146 2454:0.033509 2455:0.031014 2456:0.056116 2457:0.040927 2486:0.027622 2584:0.040082 2637:0.032271 2676:0.035238 2685:0.066317 2702:0.040451 2736:0.046352 2788:0.165089 2809:0.032472 2898:0.034286 2972:0.048449 2979:0.034970 3048:0.028248 3099:0.031870 3100:0.043325 3110:0.029006 3116:0.048756 3128:0.030722 3130:0.039373 3168:0.028077 3173:0.035163 3176:0.051825 3201:0.039609 3252:0.035400 3312:0.040611 3321:0.214939 3327:0.896016 3354:0.038998 3371:0.031657
59:0.022350 65:0.027111 97:0.022254 170:0.022037 201:0.022232 253:0.028691 268:0.026226 290:0.086842 395:0.031612 423:0.023309 463:0.021898 465:0.023970 490:0.019869 503:0.019659 537:0.053822 555:0.124828 576:0.032397 711:0.027672 777:0.024269 782:0.021862 808:0.026584 929:0.079202 969:0.028610 970:0.024113 994:0.026931 1011:0.024944 1084:0.026601 1152:0.043865 1155:0.020099 1157:0.020400 1257:0.029448 1372:0.021544 1449:0.046508 1561:0.055320 1694:0.033832 1697:0.020605 1746:0.077822 1755:0.024274 1768:0.023373 1773:0.022982 1781:0.074422 1837:0.024421 1854:0.059999 1882:0.021493 1884:0.073884 1885:0.021179 1887:0.019819 1922:0.043426 1951:0.039622 1967:0.019784 2033:0.106997 2064:0.020966 2082:0.021212 2090:0.021936 2158:0.034351 2252:0.019875 2284:0.021632 2337:0.026648 2354:0.038256 2355:0.030194 2410:0.036332 2424:0.044449 2438:0.019853 2468:0.046934 2481:0.020649 2564:0.093729 2573:0.020579 2578:0.065900 2580:0.019865 2582:0.032375 2584:0.029522 2609:0.075387 2649:0.019940 2651:0.019669 2661:0.032498 2663:0.020034 2685:0.099609 2710:0.030750 2788:0.051498 2898:0.025213 2911:0.070214 2916:0.021063 2998:0.021058 3041:0.021626 3065:0.033096 3075:0.028531 3078:0.020970 3096:0.023816 3099:0.026277 3110:0.024655 3217:0.020161 3242:0.028598 3246:0.023165 3298:0.030751 3321:0.139760 3327:0.990166 3340:0.020580 3342:0.023369 3361:0.021463 3363:0.025129
204:0.030940 207:0.025562 268:0.025873 284:0.048374 291:0.055711 299:0.033295 344:0.034477 362:0.039401 399:0.038126 433:0.031057 456:0.039668 483:0.048506 490:0.026366 491:0.110227 539:0.032049 676:0.025617 826:0.035405 859:0.031846 865:0.031934 896:0.103387 899:0.032257 953:0.027051 1062:0.032473 1073:0.058863 1188:0.038987 1258:0.038715 1278:0.025640 1297:0.033628 1318:0.028079 1348:0.026350 1430:0.025814 1437:0.025518 1481:0.031955 1496:0.032589 1505:0.033729 1557:0.025943 1627:0.637893 1637:0.036077 1694:0.071640 1705:0.028630 1707:0.026540 1714:0.036097 1742:0.029068 1746:0.029212 1758:0.060258 1781:0.088568 1841:0.026218 1884:0.044139 1970:0.032291 1976:0.058947 1999:0.041050 2018:0.035465 2021:0.067083 2141:0.033487 2151:0.046923 2173:0.037455 2219:0.029257 2223:0.038226 2227:0.037238 2248:0.028204 2283:0.056629 2292:0.031259 2294:0.026868 2296:0.026807 2313:0.028500 2315:0.035615 2389:0.056610 2470:0.028655 2472:0.026255 2473:0.029869 2628:0.029760 2633:0.027618 2637:0.035564 2651:0.058965 2654:0.031663 2685:0.098436 2710:0.035989 2759:0.028440 2779:0.028358 2787:0.027139 2788:0.039768 2842:0.026293 2849:0.029813 2972:0.028654 2979:0.042912 3073:0.029555 3100:0.031068 3116:0.029096 3128:0.029210 3137:0.028484 3168:0.047365 3174:0.039542 3199:0.039383 3210:0.043528 3286:0.057339 3312:0.034703 3321:0.331507 3327:0.966894 3373:0.112938 3374:0.029995
19:0.022198 30:0.078852 49:0.026691 50:0.038683 57:0.024811 67:0.025368 87:0.022036 242:0.022276 255:0.031714 268:0.032918 290:0.057840 293:0.029703 423:0.025005 520:0.036498 537:0.060768 551:0.022108 665:0.022453 725:0.031014 745:0.034246 749:0.023153 769:0.027936 785:0.022246 789:0.022138 877:0.022722 896:0.026575 904:0.023606 953:0.027598 970:0.025936 994:0.023731 1011:0.022961 1062:0.024872 1194:0.100347 1205:0.027907 1257:0.039389 1264:0.022381 1381:0.030359 1400:0.023233 1417:0.313747 1422:0.023424 1518:0.029077 1559:0.022408 1561:0.034509 1755:0.038459 1771:0.022241 1773:0.025538 1781:0.056057 1784:0.023911 1787:0.063438 1905:0.053738 1949:0.025489 2013:0.034756 2015:0.022103 2033:0.024824 2047:0.023365 2090:0.055835 2160:0.025019 2163:0.024272 2180:0.073318 2252:0.022258 2332:0.029134 2337:0.108049 2364:0.026233 2438:0.032200 2527:0.022726 2573:0.041715 2576:0.022665 2685:0.034221 2710:0.033815 2716:0.025047 2721:0.025182 2804:0.053259 2861:0.023885 2866:0.025603 2875:0.024211 2898:0.085664 2905:0.022734 2911:0.291427 2927:0.068330 2984:0.029625 2996:0.026765 3035:0.024031 3065:0.043045 3091:0.036456 3116:0.026825 3134:0.024461 3136:0.057096 3168:0.023019 3172:0.030177 3230:0.023546 3242:0.022395 3248:0.026187 3297:0.199164 3298:0.121477 3300:0.027065 3301:0.042420 3321:0.172245 3327:1.000000 3361:0.067438 3363:0.061709 3379:0.022357
19:0.017909 30:0.021239 59:0.018588 65:0.020970 109:0.018653 170:0.017833 242:0.019354 268:0.022148 290:0.033679 318:0.017936 463:0.017837 466:0.017747 490:0.020048 551:0.019331 745:0.020429 746:0.018639 749:0.019339 769:0.029187 877:0.018478 953:0.018123 969:0.018362 994:0.031810 1011:0.047533 1129:0.018327 1152:0.026591 1155:0.019256 1194:0.019148 1195:0.017713 1211:0.018105 1212:0.018544 1240:0.017719 1257:0.019703 1286:0.017848 1417:0.028093 1468:0.017996 1518:0.017796 1561:0.017707 1576:0.017943 1627:0.027740 1647:0.018392 1691:0.017677 1697:0.020139 1746:0.021876 1755:0.021563 1771:0.017741 1773:0.017950 1781:0.020735 1784:0.018579 1796:0.019836 1810:0.020051 1884:0.026693 1905:0.027545 1922:0.022297 1963:0.017924 1964:0.019281 2013:0.018081 2033:0.019884 2064:0.018379 2252:0.019578 2337:0.019570 2352:0.018785 2397:0.018270 2438:0.020721 2524:0.018165 2566:0.018576 2572:0.018400 2573:0.069783 2578:0.019220 2584:0.019138 2639:0.018757 2649:0.018541 2663:0.018275 2684:0.017781 2685:0.074928 2687:0.017844 2710:0.077822 2716:0.018011 2739:0.019467 2788:0.029016 2911:0.039960 2994:0.018313 2995:0.018242 2998:0.018204 3035:0.021476 3041:0.018997 3065:0.024719 3075:0.018023 3079:0.017898 3099:0.018118 3207:0.019655 3217:0.018350 3230:0.017908 3242:0.019964 3276:0.018336 3278:0.019108 3321:0.306819 3327:0.813826 3340:0.018360 3361:0.019485 3363:0.022129
30:0.147574 33:0.034244 57:0.034296 218:0.285804 219:0.052799 268:0.084717 269:0.036789 290:0.047584 291:0.044249 408:0.040097 417:0.290700 423:0.039136 538:0.085873 551:0.032601 676:0.036924 769:0.123414 773:0.036130 778:0.044994 780:0.039147 785:0.122494 883:0.041139 929:1.000000 932:0.052793 933:0.072729 934:0.954963 935:0.268551 936:0.049190 937:0.137475 939:0.039462 940:0.034817 941:0.053243 950:0.336188 951:0.046939 969:0.151085 994:0.163644 1006:0.064228 1011:0.118192 1034:0.041848 1084:0.037020 1147:0.041415 1152:0.043774 1194:0.037609 1360:0.033890 1365:0.035637 1412:0.039628 1439:0.036754 1449:0.036001 1543:0.034977 1683:0.038239 1742:0.052950 1746:0.173577 1768:0.051392 1781:0.039427 1787:0.039228 1788:0.032972 1827:0.160265 1837:0.036145 1884:0.038287 2033:0.042565 2114:0.089787 2160:0.482670 2161:0.376373 2162:0.062933 2163:0.055252 2170:0.036334 2281:0.095894 2308:0.051113 2309:0.041192 2319:0.045637 2328:0.039996 2329:0.035915 2332:0.045942 2459:0.037517 2537:0.039768 2557:0.058205 2573:0.735233 2589:0.039248 2620:0.039384 2685:0.671408 2686:0.037059 2691:0.067291 2710:0.094841 2828:0.041847 2832:0.039963 2857:0.033163 2911:0.331471 2916:0.036447 2953:0.070461 2970:0.095570 2977:0.056390 2990:0.043326 3035:0.051916 3060:0.050628 3065:0.058488 3184:0.039095 3204:0.062028 3283:0.041772 3301:0.052484 3321:0.245272 3327:0.968388
19:0.027527 58:0.024979 65:0.025917 86:0.024766 204:0.024190 233:0.026772 234:0.023147 269:0.027003 284:0.037701 290:0.032544 291:0.041200 318:0.023871 433:0.039790 438:0.042281 444:0.036023 456:0.025892 477:0.023814 482:0.024953 499:0.026496 657:0.031625 716:0.025729 717:0.058747 747:0.053964 791:0.030043 804:0.024781 861:0.024975 891:0.030172 896:0.032550 953:0.032014 966:0.025480 970:0.027063 1119:0.025088 1152:0.025490 1194:0.051847 1330:0.045503 1347:0.023194 1377:0.027084 1379:0.027765 1383:0.026438 1417:0.039479 1428:0.029384 1437:0.042423 1449:0.023946 1504:0.025213 1531:0.023264 1535:0.049879 1627:0.407697 1694:0.031840 1697:0.024834 1714:0.024711 1725:0.030812 1735:0.024660 1746:0.041589 1758:0.039253 1773:0.032461 1781:0.046390 1810:0.028911 1884:0.030703 1905:0.032281 1949:0.040097 1951:0.026255 1958:0.027170 2013:0.023942 2187:0.037729 2248:0.027666 2417:0.107444 2447:0.052903 2507:0.199970 2564:0.023843 2609:0.046598 2685:0.075311 2710:0.164637 2755:0.023613 2759:0.237920 2760:0.075129 2785:0.029124 2787:0.025966 2788:0.222171 2797:0.023482 2898:0.053097 2910:0.025414 2932:0.093780 2987:0.024948 2993:0.025130 2996:0.030461 3091:0.034439 3099:0.027806 3118:0.025229 3123:0.032133 3126:0.023110 3209:0.024506 3233:0.046715 3286:0.026335 3312:0.023837 3321:0.213472 3327:0.782803 3340:0.025846 3369:0.026490 3375:0.044571 3377:0.024945
123:0.036032 172:0.045211 254:0.028860 290:0.045394 291:0.030207 317:0.035579 528:0.034540 543:0.094870 544:0.042261 545:0.102283 546:0.036339 704:0.205253 708:0.079055 756:0.033894 757:0.029154 769:0.046485 773:0.041594 778:0.043166 780:0.028482 787:0.029613 848:0.029567 879:0.035699 880:0.033593 883:0.039482 936:0.029598 938:0.028450 969:0.032162 994:0.037305 1006:0.150697 1008:0.036606 1011:0.135740 1037:0.032362 1069:0.033571 1074:0.053972 1230:0.029911 1263:0.030371 1282:0.033716 1381:0.041848 1411:0.037915 1420:0.029917 1521:0.034426 1574:0.053383 1575:0.046377 1577:0.101019 1578:0.041987 1633:0.028434 1658:0.033301 1719:0.042606 1746:0.033655 1787:0.030475 1791:0.030371 1827:0.035689 1845:0.161807 1853:0.030241 1903:0.028554 1905:0.032576 1906:0.039320 1922:0.029399 1943:0.038285 2121:0.031042 2133:0.035902 2151:0.049172 2171:0.030816 2292:0.028989 2331:0.032283 2332:0.029782 2370:0.029036 2388:0.028474 2524:0.028593 2534:0.029593 2549:0.030783 2557:0.030402 2571:0.031763 2573:1.000000 2575:0.043668 2649:0.054918 2684:0.029129 2685:0.154011 2716:0.032143 2755:0.030886 2806:0.031078 2818:0.503721 2911:0.304690 2914:0.032390 2959:0.030802 2960:0.030305 2973:0.036347 3078:0.038848 3086:0.045280 3099:0.029112 3114:0.034354 3153:0.030847 3184:0.030062 3185:0.034514 3216:0.033763 3230:0.029105 3321:0.138506 3327:0.922383 3363:0.045537 3385:0.046372
21:0.020521 30:0.026926 57:0.028745 59:0.020894 65:0.023479 202:0.022382 269:0.034178 290:0.089213 342:0.072468 465:0.028299 466:0.020946 483:0.021913 489:0.020846 491:0.025346 555:0.033557 590:0.047581 643:0.025507 782:0.023521 826:0.025933 896:0.041478 904:0.021339 909:0.036153 946:0.021392 970:0.025770 994:0.029583 1011:0.023348 1194:0.060568 1247:0.021902 1258:0.028782 1372:0.029153 1381:0.020999 1417:0.024194 1437:0.021047 1627:0.057072 1658:0.028493 1683:0.021586 1693:0.020767 1694:0.032523 1697:0.029076 1699:0.020597 1742:0.070575 1780:0.024710 1781:0.026861 1858:0.021550 1877:0.021377 1884:0.021920 1905:0.125433 1906:0.028423 1920:0.021659 1942:0.020859 1943:0.046533 1965:0.025349 1967:0.025170 2000:0.021443 2021:0.021155 2071:0.101665 2073:0.072667 2075:0.030456 2298:0.032621 2300:0.069538 2315:0.029971 2328:0.025749 2349:0.021394 2384:0.034934 2438:0.022274 2447:0.099705 2547:0.020515 2627:0.021924 2637:0.020638 2649:0.033696 2651:0.020590 2654:0.034091 2663:0.027932 2684:0.025624 2685:0.088127 2696:0.044307 2710:0.036977 2760:0.021600 2765:0.021108 2788:0.130554 2804:0.024337 2942:0.021928 3002:0.023736 3051:0.039710 3075:0.022692 3090:0.031873 3091:0.020781 3110:0.023285 3118:0.029686 3124:0.020601 3194:0.022683 3207:0.020522 3217:0.023146 3230:0.030951 3276:0.040349 3321:0.484526 3327:0.869126 3333:0.022243 3361:0.061395 3373:0.028906
23:0.040198 49:0.029628 110:0.032003 127:0.035462 217:0.037709 291:0.031978 336:0.894306 369:0.032222 375:0.049473 376:0.078873 411:0.029193 488:0.034136 594:0.033237 596:0.052527 745:0.034429 826:0.041451 832:0.029333 924:0.038402 953:0.035380 961:0.034256 1026:0.033308 1062:0.029658 1063:0.037789 1068:0.031593 1071:0.055218 1155:0.033284 1156:0.029556 1169:0.061522 1170:0.047827 1171:0.053077 1202:0.038825 1273:0.044242 1343:0.029803 1557:0.040006 1566:0.032480 1584:0.083796 1627:0.230197 1694:0.032361 1700:0.031432 1723:0.029869 1733:0.034945 1746:0.042402 1766:0.037660 1767:0.045635 1810:0.040372 1847:0.050423 1935:0.032338 1963:0.034346 2090:0.105968 2115:0.042089 2190:0.039261 2192:0.043191 2198:0.031453 2203:0.997390 2206:0.063166 2208:0.051589 2209:0.029831 2212:0.069185 2230:0.046302 2268:0.032002 2281:0.030993 2283:0.038594 2315:0.040463 2316:0.063340 2491:0.048596 2492:0.035012 2513:0.038455 2537:0.030203 2547:0.031862 2563:0.034893 2612:0.029399 2614:0.033040 2633:0.165985 2654:0.039901 2677:0.190788 2685:0.082642 2687:0.029548 2710:0.051152 2714:0.035560 2721:0.037240 2738:0.035829 2740:0.057993 2768:0.039121 2799:0.038832 2857:0.041348 2919:0.032745 2924:0.426839 2925:0.030846 2959:0.031582 2960:0.041237 3057:0.046214 3060:0.033275 3065:0.294974 3078:0.040417 3195:0.032855 3321:0.304713 3327:0.759576 3333:0.032236 3342:0.030389 3354:0.031456
25:0.024909 36:0.047447 67:0.027303 154:0.030552 253:0.092071 290:0.064827 314:0.023233 325:0.031947 452:0.030574 488:0.023584 535:0.030283 548:0.025405 557:0.026846 738:0.024353 769:0.381997 777:0.037693 780:0.034770 790:0.025955 794:0.035306 795:0.029162 815:0.029609 816:0.023434 833:0.028966 849:0.030006 969:0.024517 970:0.034167 1011:0.050005 1062:0.025848 1074:0.050423 1084:0.050476 1176:0.053148 1186:0.039208 1187:0.063107 1417:0.027597 1449:0.029882 1457:0.024328 1461:0.054466 1467:0.243824 1469:0.066444 1477:0.037626 1547:0.053176 1582:0.029682 1584:0.732917 1656:0.024336 1658:0.028248 1697:0.024742 1725:0.023625 1742:0.033408 1744:0.028092 1781:0.029480 1784:0.039866 1785:0.024622 1810:0.031654 1824:0.024324 1873:0.072572 1894:0.031989 1910:0.023491 1914:0.029799 1963:0.029441 1964:0.063979 1967:0.040381 2008:0.082319 2090:0.031495 2104:0.026378 2158:0.033352 2327:0.029370 2339:0.035443 2361:0.106585 2364:0.023389 2409:0.055309 2411:0.028448 2547:0.025356 2548:0.032602 2560:0.024351 2564:0.030624 2573:0.077819 2661:0.035688 2663:0.024542 2685:0.176190 2687:0.024801 2714:0.041777 2738:0.032438 2739:0.023498 2911:0.154912 2984:0.028507 3033:0.025436 3035:0.044071 3036:0.030462 3060:0.104377 3061:0.028678 3065:0.069406 3128:0.029558 3217:0.032915 3235:0.023740 3256:0.053207 3262:0.038351 3321:0.328788 3327:0.969217 3340:0.040997 3369:0.025666
7:0.044813 30:0.032244 156:0.029799 211:0.029534 212:0.034460 284:0.101752 362:0.032257 438:0.042912 483:0.034608 490:0.030747 491:0.043400 516:0.029559 536:0.030693 551:0.046722 588:0.029931 594:0.040665 597:0.039420 727:0.149915 728:0.051208 729:0.093061 730:0.030313 735:0.032127 804:0.082689 826:0.037079 859:0.029531 865:0.042098 904:0.040113 921:0.031196 994:0.041108 1039:0.029733 1152:0.041232 1157:0.034259 1194:0.085251 1258:0.036139 1417:0.047943 1445:0.050077 1449:0.029764 1487:0.032175 1535:0.033413 1547:0.063625 1558:0.032162 1561:0.030985 1627:0.231512 1694:0.041174 1714:0.042241 1725:0.042148 1746:0.036191 1758:0.044246 1773:0.096836 1781:0.041936 1806:0.030506 1949:0.042133 2090:0.038690 2119:0.038803 2142:0.063818 2187:0.039433 2223:0.037863 2248:0.030008 2267:0.034901 2271:0.039132 2273:0.031732 2292:0.039449 2315:0.032220 2384:0.050852 2389:0.055648 2417:0.044672 2489:0.032351 2507:0.067850 2578:0.073502 2580:0.030655 2582:0.045135 2584:0.040176 2609:0.057815 2639:0.031206 2654:0.055231 2685:0.090008 2710:0.249020 2788:0.457963 2797:0.037750 2909:0.039253 2927:0.035286 2933:0.038517 2979:0.032262 2982:0.029408 3091:0.048117 3096:0.031406 3128:0.029623 3187:0.038968 3199:0.048068 3225:0.049255 3229:0.030987 3271:0.032362 3286:0.042744 3312:0.047423 3321:0.401897 3322:0.032108 3327:0.858543 3369:0.029193 3373:0.060988 3374:0.042300
19:0.023068 23:0.022490 27:0.054404 30:0.028486 61:0.027528 65:0.025664 107:0.023055 111:0.027295 212:0.023799 266:0.027212 268:0.056782 284:0.185025 291:0.080098 300:0.057807 301:0.064119 344:0.025253 438:0.032138 463:0.024514 490:0.033751 555:0.022700 594:0.023145 609:0.028770 641:0.052913 651:0.022127 653:0.040064 676:0.023557 679:0.062567 725:0.026137 832:0.033402 967:0.025495 994:0.036177 1077:0.031886 1078:0.027543 1096:0.034154 1194:0.071900 1330:0.023436 1381:0.033041 1413:0.029170 1423:0.025721 1437:0.028730 1563:0.030208 1567:0.053044 1621:0.045097 1627:0.618003 1638:0.037515 1694:0.026885 1697:0.024160 1707:0.032520 1714:0.031694 1718:0.050538 1731:0.066466 1732:0.103883 1755:0.027761 1758:0.041222 1773:0.022774 1781:0.026454 1810:0.025036 1830:0.024594 1884:0.133816 2090:0.022813 2126:0.048491 2142:0.042468 2151:0.025032 2206:0.048601 2217:0.057717 2370:0.035454 2379:0.044044 2408:0.024289 2417:0.197303 2438:0.024762 2457:0.027501 2509:0.035909 2539:0.035665 2584:0.025371 2625:0.023278 2639:0.024674 2649:0.024196 2654:0.024266 2685:0.063669 2714:0.023438 2861:0.022914 2898:0.023421 2901:0.040098 2937:0.081612 3006:0.066230 3075:0.023001 3078:0.023980 3079:0.029640 3091:0.033201 3110:0.022113 3123:0.024470 3168:0.046729 3207:0.022338 3221:0.029761 3286:0.092031 3288:0.025497 3321:0.175068 3327:0.999096 3369:0.031054 3373:0.022993
49:0.027065 59:0.025621 60:0.027426 202:0.044766 204:0.026057 290:0.084699 307:0.027420 453:0.032019 621:0.137278 622:0.137810 642:0.062380 643:0.553494 793:0.027872 909:0.025927 969:0.032676 991:0.027300 994:0.063057 1011:0.044453 1023:0.081085 1152:0.028227 1188:0.031600 1192:0.033171 1205:0.065282 1350:0.027776 1374:0.031013 1375:0.055720 1381:0.026216 1437:0.039687 1467:0.046203 1542:0.039706 1544:0.026311 1545:0.026364 1547:0.040530 1693:0.026171 1746:0.054385 1758:0.034906 1781:0.037063 1838:0.039026 1841:0.043556 1842:0.124086 1843:0.035879 1870:0.065306 1875:0.043567 1884:0.040201 1905:0.589359 1906:0.122773 1920:0.048077 1922:0.087141 1958:0.280168 1973:0.026797 1976:0.039283 1990:0.034088 2035:0.054451 2085:0.035515 2111:0.025363 2112:0.037774 2119:0.030747 2163:0.028250 2231:0.025638 2232:0.038557 2277:0.039676 2281:0.033962 2328:0.040465 2424:0.029131 2447:0.035547 2615:0.026095 2616:0.025976 2684:0.040067 2685:0.465374 2710:0.132124 2714:0.030511 2716:0.026479 2739:0.025584 2804:0.062333 2831:0.035649 2885:0.031505 3057:0.033839 3073:0.027966 3075:0.031219 3078:0.033821 3090:0.036082 3099:0.028515 3116:0.025681 3123:0.045173 3174:0.037455 3190:0.032780 3194:0.060052 3208:0.091346 3217:0.033023 3230:0.039319 3276:0.034215 3321:0.218787 3327:0.696742 3333:0.025518 3360:0.031993 3361:0.051824 3362:0.049501 3363:0.031832 3373:0.189686 3397:0.040845
7:0.021395 22:0.022333 30:0.034230 59:0.024238 87:0.022962 202:0.128976 290:0.048788 362:0.022919 491:0.024275 516:0.040616 621:0.050317 622:0.032786 676:0.031647 704:0.049689 707:0.035968 745:0.060104 746:0.030787 815:0.037833 826:0.051594 896:0.021706 970:0.023463 994:0.027975 1023:0.064628 1152:0.041835 1194:0.029844 1205:0.119987 1240:0.022218 1374:0.028917 1428:0.026937 1477:0.023292 1503:0.025974 1545:0.027610 1575:0.021897 1627:0.098761 1693:0.022787 1729:0.022106 1746:0.068152 1758:0.041816 1781:0.197613 1841:0.029405 1844:0.023687 1894:0.024498 1905:0.601704 1906:0.158446 1920:0.032609 1922:0.024912 1933:0.021590 1936:0.024356 1958:0.170167 2042:0.072437 2090:0.021447 2112:0.023155 2158:0.026043 2223:0.023271 2231:0.050462 2232:0.044157 2254:0.023084 2424:0.026305 2451:0.035069 2524:0.023361 2584:0.044347 2633:0.031128 2649:0.028246 2654:0.021353 2685:0.416786 2688:0.027173 2710:0.058786 2716:0.025771 2760:0.026545 2804:0.036764 2818:0.032355 2885:0.031073 2898:0.025102 2942:0.044917 2944:0.029447 2998:0.025229 3060:0.024251 3065:0.068358 3075:0.024265 3078:0.022496 3090:0.028061 3116:0.022856 3118:0.024666 3124:0.024086 3128:0.035087 3165:0.026649 3190:0.024703 3192:0.021415 3194:0.044797 3201:0.045844 3208:0.032141 3217:0.021347 3278:0.041976 3312:0.028871 3321:0.376069 3327:0.978286 3340:0.022970 3360:0.037304 3361:0.134018 3373:0.105603
65:0.025422 118:0.022965 176:0.084065 191:0.030033 374:0.022345 490:0.026631 505:0.023319 554:0.024045 708:0.022323 711:0.031028 712:0.027206 759:0.029821 782:0.026876 785:0.027622 956:0.024130 970:0.029971 994:0.037349 1011:0.040684 1053:0.022837 1151:0.024868 1152:0.023554 1222:0.030092 1243:0.026045 1260:0.027004 1275:0.022713 1291:0.024104 1292:0.026652 1353:0.022412 1540:0.024691 1561:0.023070 1666:0.023044 1693:0.027492 1694:0.022360 1755:0.026560 1773:0.030073 1781:0.037603 1810:0.023292 1884:0.036000 1905:0.041796 1906:0.028831 1918:0.022990 1922:0.042626 1987:0.507838 2071:0.173472 2073:0.114429 2075:0.072597 2117:0.022911 2121:0.023844 2151:0.023853 2160:0.024168 2298:0.024931 2300:0.023362 2328:0.036305 2351:0.024969 2370:0.027231 2424:0.024999 2447:0.291371 2516:0.022855 2553:0.030422 2555:0.022906 2556:0.024543 2564:0.022743 2573:0.131860 2608:0.024605 2609:0.067950 2615:0.031417 2616:0.026243 2624:0.056069 2649:0.023963 2651:0.027049 2669:0.096688 2684:0.022189 2685:0.236541 2710:0.058791 2727:0.029356 2755:0.024434 2788:0.384910 2791:0.037398 2831:0.028910 2834:0.023254 2954:0.023928 2970:0.023142 3002:0.025567 3075:0.024833 3090:0.023607 3096:0.036273 3099:0.027954 3103:0.055352 3123:0.035455 3128:0.080098 3177:0.061706 3207:0.023998 3230:0.028110 3276:0.022915 3321:0.267277 3327:0.938628 3340:0.024424 3360:0.023431 3361:0.037518 3369:0.022251
